         60341816 function calls (60338469 primitive calls) in 693.266 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      148    0.000    0.000    0.002    0.000 transforms.py:1713(frozen)
      181    0.000    0.000    0.001    0.000 transforms.py:1741(transform_affine)
       10    0.000    0.000    0.000    0.000 transforms.py:1748(transform_point)
       24    0.000    0.000    0.000    0.000 transforms.py:1769(inverted)
      340    0.000    0.000    0.004    0.000 transforms.py:1786(__init__)
      636    0.000    0.000    0.000    0.000 transforms.py:1831(get_matrix)
        2    0.000    0.000    0.002    0.001 transforms.py:1880(clear)
       45    0.000    0.000    0.001    0.000 transforms.py:1888(rotate)
       45    0.000    0.000    0.002    0.000 transforms.py:1905(rotate_deg)
        5    0.000    0.000    0.001    0.000 transforms.py:1925(rotate_deg_around)
       10    0.000    0.000    0.000    0.000 transforms.py:1935(translate)
       74    0.000    0.000    0.002    0.000 transforms.py:1950(scale)
       11    0.000    0.000    0.000    0.000 transforms.py:2023(get_matrix)
       72    0.000    0.000    0.000    0.000 transforms.py:2108(_get_is_affine)
      156    0.000    0.000    0.000    0.000 transforms.py:2123(transform_non_affine)
      156    0.000    0.000    0.000    0.000 transforms.py:2154(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2211(__eq__)
       24    0.000    0.000    0.000    0.000 transforms.py:2227(get_matrix)
       27    0.000    0.000    0.000    0.000 transforms.py:2268(__init__)
   112/73    0.000    0.000    0.001    0.000 transforms.py:2300(_invalidate_internal)
      5/4    0.000    0.000    0.000    0.000 transforms.py:2315(__eq__)
        2    0.000    0.000    0.000    0.000 transforms.py:2321(_iter_break_from_left_to_right)
      4/2    0.000    0.000    0.000    0.000 transforms.py:2327(depth)
  507/277    0.000    0.000    0.000    0.000 transforms.py:2331(_get_is_affine)
       92    0.000    0.000    0.003    0.000 transforms.py:2346(transform_affine)
       93    0.000    0.000    0.000    0.000 transforms.py:2350(transform_non_affine)
        5    0.000    0.000    0.000    0.000 transforms.py:2360(transform_path_non_affine)
  140/106    0.001    0.000    0.003    0.000 transforms.py:2370(get_affine)
     16/8    0.000    0.000    0.000    0.000 transforms.py:2378(inverted)
       23    0.000    0.000    0.000    0.000 transforms.py:2449(composite_transform_factory)
        5    0.000    0.000    0.000    0.000 transforms.py:2528(__init__)
    52/50    0.000    0.000    0.000    0.000 transforms.py:2545(get_matrix)
       19    0.000    0.000    0.000    0.000 transforms.py:2604(get_matrix)
       72    0.000    0.000    0.000    0.000 transforms.py:2637(get_matrix)
       73    0.000    0.000    0.001    0.000 transforms.py:2663(__init__)
       76    0.000    0.000    0.003    0.000 transforms.py:2680(_revalidate)
       72    0.000    0.000    0.003    0.000 transforms.py:2694(get_transformed_points_and_affine)
        4    0.000    0.000    0.001    0.000 transforms.py:2705(get_transformed_path_and_affine)
       76    0.000    0.000    0.001    0.000 transforms.py:2721(get_affine)
       10    0.000    0.000    0.000    0.000 transforms.py:2725(nonsingular)
        2    0.000    0.000    0.000    0.000 transforms.py:277(frozen)
       72    0.000    0.000    0.000    0.000 transforms.py:2777(interval_contains)
        6    0.000    0.000    0.000    0.000 transforms.py:281(__array__)
        2    0.000    0.000    0.000    0.000 transforms.py:291(_get_x0)
        4    0.000    0.000    0.000    0.000 transforms.py:298(_get_y0)
        2    0.000    0.000    0.000    0.000 transforms.py:348(_get_ymax)
       34    0.000    0.000    0.000    0.000 transforms.py:366(_get_intervalx)
       30    0.000    0.000    0.000    0.000 transforms.py:373(_get_intervaly)
       13    0.000    0.000    0.000    0.000 transforms.py:401(_get_bounds)
       36    0.000    0.000    0.001    0.000 transforms.py:693(translated)
        8    0.000    0.000    0.001    0.000 transforms.py:722(union)
       96    0.000    0.000    0.002    0.000 transforms.py:780(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:811(unit)
       47    0.000    0.000    0.001    0.000 transforms.py:827(from_bounds)
       53    0.000    0.000    0.001    0.000 transforms.py:837(from_extents)
      559    0.001    0.000    0.004    0.000 transforms.py:86(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:897(update_from_path)
        1    0.000    0.000    0.000    0.000 transforms.py:987(_set_intervalx)
        1    0.000    0.000    0.000    0.000 transforms.py:992(_set_intervaly)
       47    0.000    0.000    0.000    0.000 twodim_base.py:192(eye)
     14/9    0.000    0.000    0.000    0.000 units.py:125(get_converter)
       16    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
      844    0.002    0.000    0.005    0.000 validation.py:107(_num_samples)
      422    0.002    0.000    0.004    0.000 validation.py:128(_shape_repr)
     1266    0.001    0.000    0.001    0.000 validation.py:155(<genexpr>)
      211    0.001    0.000    0.008    0.000 validation.py:162(check_consistent_length)
      211    0.000    0.000    0.002    0.000 validation.py:173(<listcomp>)
      422    0.002    0.000    0.055    0.000 validation.py:205(_ensure_sparse_format)
      422    0.004    0.000    0.067    0.000 validation.py:267(check_array)
      211    0.001    0.000    0.070    0.000 validation.py:424(check_X_y)
      633    0.003    0.000    0.012    0.000 validation.py:45(_assert_all_finite)
      422    0.001    0.000    0.003    0.000 validation.py:525(column_or_1d)
      211    0.000    0.000    0.000    0.000 validation.py:554(check_random_state)
      559    0.002    0.000    0.003    0.000 weakref.py:101(__init__)
      126    0.000    0.000    0.000    0.000 weakref.py:108(remove)
      340    0.000    0.000    0.000    0.000 weakref.py:122(_commit_removals)
      134    0.000    0.000    0.001    0.000 weakref.py:155(__setitem__)
      727    0.001    0.000    0.002    0.000 weakref.py:220(values)
      559    0.001    0.000    0.001    0.000 weakref.py:261(update)
      134    0.000    0.000    0.000    0.000 weakref.py:305(__new__)
      134    0.000    0.000    0.000    0.000 weakref.py:310(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:377(__setitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:402(__contains__)
      306    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x000000006521DE40}
     2400    0.004    0.000    0.004    0.000 {built-in method _codecs.charmap_decode}
    19200    2.177    0.000    2.177    0.000 {built-in method _collections._count_elements}
      800    0.002    0.000    0.002    0.000 {built-in method _locale._getdefaultlocale}
        2    0.068    0.034    0.068    0.034 {built-in method _socket.getaddrinfo}
        4    0.004    0.001    0.004    0.001 {built-in method _ssl.enum_certificates}
     3228    0.014    0.000    0.014    0.000 {built-in method _struct.unpack_from}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       18    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      128    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     2425    0.002    0.000    0.002    0.000 {built-in method builtins.divmod}
        1    0.000    0.000  693.266  693.266 {built-in method builtins.exec}
     2072    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
     7964    0.007    0.000    0.008    0.000 {built-in method builtins.hasattr}
  860/664    0.001    0.000    0.003    0.000 {built-in method builtins.hash}
      217    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    46662    0.053    0.000    0.210    0.000 {built-in method builtins.isinstance}
       90    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      370    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
 14612439    0.666    0.000    0.666    0.000 {built-in method builtins.len}
      644    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      127    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       81    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       26    0.000    0.000    0.003    0.000 {built-in method builtins.print}
       80    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      926    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
    17700  103.301    0.006  103.302    0.006 {built-in method builtins.sorted}
     3228    0.016    0.000    0.016    0.000 {built-in method builtins.sum}
    17646   10.891    0.001   10.891    0.001 {built-in method fromkeys}
     1606    0.548    0.000    0.551    0.000 {built-in method io.open}
       40    0.000    0.000    0.000    0.000 {built-in method math.cos}
       16    0.000    0.000    0.000    0.000 {built-in method math.floor}
       22    0.000    0.000    0.000    0.000 {built-in method math.log10}
       80    0.000    0.000    0.000    0.000 {built-in method math.radians}
       40    0.000    0.000    0.000    0.000 {built-in method math.sin}
      191    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.get_path_extents}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        1    3.175    3.175    3.175    3.175 {built-in method matplotlib._png.write_png}
        4    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      807    0.185    0.000    0.185    0.000 {built-in method nt.chmod}
       54    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        4    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
        7    0.002    0.000    0.002    0.000 {built-in method nt.mkdir}
      807    0.077    0.000    0.077    0.000 {built-in method nt.stat}
      807    0.155    0.000    0.155    0.000 {built-in method nt.utime}
      511    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.arange}
    27461    0.495    0.000    0.495    0.000 {built-in method numpy.core.multiarray.array}
      852    0.003    0.000    0.003    0.000 {built-in method numpy.core.multiarray.concatenate}
      673    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.copyto}
      269    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.dot}
     2353    0.007    0.000    0.007    0.000 {built-in method numpy.core.multiarray.empty}
      211    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.where}
      588    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.zeros}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       44    0.017    0.000    0.017    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
       44    0.002    0.000    0.002    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
      420    0.016    0.000    0.016    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat_pass1}
      420    0.071    0.000    0.071    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat_pass2}
      211    0.010    0.000    0.010    0.000 {built-in method scipy.sparse._sparsetools.csr_matvec}
        1    0.000    0.000    0.000    0.000 {built-in method update}
      305    0.004    0.000    0.004    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        5    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x000001DEA915A0D0}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x000001DEA915A158}
        2    0.000    0.000    0.000    0.000 {function socket.detach at 0x000001DEA7AF0AE8}
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       63    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       63    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      340    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       91    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
  7599858    0.334    0.000    0.334    0.000 {method 'append' of 'list' objects}
      211    0.002    0.000    0.002    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      513    0.026    0.000    0.026    0.000 {method 'astype' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
      306    0.001    0.000    0.001    0.000 {method 'cast' of 'memoryview' objects}
      120    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        9    0.000    0.000    0.004    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        2    0.294    0.147    0.294    0.147 {method 'connect' of '_socket.socket' objects}
    30489  122.878    0.004  122.878    0.004 {method 'copy' of 'collections.defaultdict' objects}
     2424    0.002    0.000    0.002    0.000 {method 'copy' of 'dict' objects}
      668    0.010    0.000    0.010    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1616    0.003    0.000    0.003    0.000 {method 'count' of 'bytes' objects}
      170    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      211    0.002    0.000    0.002    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
    29903    0.013    0.000    0.013    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'decompress' of '_bz2.BZ2Decompressor' objects}
        1    0.000    0.000    0.000    0.000 {method 'decompress' of '_lzma.LZMADecompressor' objects}
      304    0.015    0.000    0.015    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.177    0.089    0.177    0.089 {method 'do_handshake' of '_ssl._SSLSocket' objects}
       40    0.003    0.000    0.003    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       72    0.003    0.000    0.003    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       16    0.103    0.006    0.104    0.006 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       40    0.080    0.002    0.080    0.002 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       40    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     4861    0.001    0.000    0.001    0.000 {method 'end' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       88    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       23    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
    20176    0.006    0.000    0.006    0.000 {method 'find' of 'bytes' objects}
       46    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     1642    0.115    0.000    0.115    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      857    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
     3577    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       40    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      120    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       80    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
     4866    0.002    0.000    0.002    0.000 {method 'groups' of '_sre.SRE_Match' objects}
      422    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
    67375    0.018    0.000    0.018    0.000 {method 'items' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
      471    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
  5766361    0.241    0.000    0.241    0.000 {method 'keys' of 'dict' objects}
        4    0.003    0.001    0.003    0.001 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
  9753997    0.692    0.000    0.692    0.000 {method 'lower' of 'str' objects}
       42    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     6515    0.007    0.000    0.007    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      602    0.001    0.000    0.011    0.000 {method 'max' of 'numpy.ndarray' objects}
      588    0.000    0.000    0.006    0.000 {method 'min' of 'numpy.ndarray' objects}
     1647    0.001    0.000    0.001    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        8    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'peer_certificate' of '_ssl._SSLSocket' objects}
      801    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       40    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'ptp' of 'numpy.ndarray' objects}
      211    0.003    0.000    0.003    0.000 {method 'randint' of 'mtrand.RandomState' objects}
     1133    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
4329/4021    0.016    0.000    0.047    0.000 {method 'read' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       63    1.517    0.024    1.517    0.024 {method 'read' of '_ssl._SSLSocket' objects}
       62    0.000    0.000    0.898    0.014 {method 'readinto' of '_io.BufferedReader' objects}
       42    0.000    0.000    0.620    0.015 {method 'readline' of '_io.BufferedReader' objects}
      800    0.028    0.000    0.033    0.000 {method 'readlines' of '_io._IOBase' objects}
     1808    0.027    0.000    0.027    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      340    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     4981    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
      356    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     1663    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1115    0.017    0.000    0.017    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
     4826    0.017    0.000    0.023    0.000 {method 'seek' of '_io.BufferedReader' objects}
       18    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
      120    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      120    0.007    0.000    0.007    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
        7    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      633    0.002    0.000    0.002    0.000 {method 'sort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       98    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
     4861    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       56    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
    12207    0.003    0.000    0.003    0.000 {method 'strip' of 'str' objects}
     1643    0.014    0.000    0.014    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      211    0.000    0.000    0.009    0.000 {method 'sum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
     3230    0.005    0.000    0.032    0.000 {method 'tell' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       62    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      342    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      862    0.004    0.000    0.004    0.000 {method 'write' of '_io.BufferedWriter' objects}
       54    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      422    0.000    0.000    0.000    0.000 {sklearn.svm.liblinear.set_verbosity_wrap}
      211    2.729    0.013    2.729    0.013 {sklearn.svm.liblinear.train_wrap}
      211    0.000    0.000    0.000    0.000 {sklearn.svm.libsvm.set_verbosity_wrap}
      211    0.000    0.000    0.000    0.000 {sklearn.svm.libsvm_sparse.set_verbosity_wrap}
